acc,stanford.acc,ID
AY798046,AY798046,NA
AY798050,AY798050,NA
AY798051,AY798051,NA
AY798053,AY798053,NA
AY798054,AY798054,NA
AY798055,AY798055,NA
AY798056,AY798056,NA
AY798057,AY798057,NA
AY798058,AY798058,NA
AY798059,AY798059,NA
AY798060,AY798060,NA
AY798061,AY798061,NA
AY798062,AY798062,NA
AY798063,AY798063,NA
AY798064,AY798064,NA
AY798065,AY798065,NA
AY798066,AY798066,NA
AY798067,AY798067,NA
AY798068,AY798068,NA
AY798069,AY798069,NA
AY798070,AY798070,NA
AY798071,AY798071,NA
AY798072,AY798072,NA
AY798073,AY798073,NA
AY798074,AY798074,NA
AY798075,AY798075,NA
AY798078,AY798078,NA
AY798079,AY798079,NA
AY798080,AY798080,NA
AY798081,AY798081,NA
AY798082,AY798082,NA
AY798083,AY798083,NA
AY798084,AY798084,NA
AY798085,AY798085,NA
AY798086,AY798086,NA
AY798087,AY798087,NA
AY798088,AY798088,NA
AY798089,AY798089,NA
AY798090,AY798090,NA
AY798091,AY798091,NA
AY798092,AY798092,NA
AY798093,AY798093,NA
AY798094,AY798094,NA
AY798095,AY798095,NA
AY798096,AY798096,NA
AY798097,AY798097,NA
AY798098,AY798098,NA
AY798099,AY798099,NA
AY798100,AY798100,NA
AY798101,AY798101,NA
AY798102,AY798102,NA
AY798103,AY798103,NA
AY798104,AY798104,NA
AY798105,AY798105,NA
AY798106,AY798106,NA
AY798107,AY798107,NA
AY798108,AY798108,NA
AY798109,AY798109,NA
AY798110,AY798110,NA
AY798111,AY798111,NA
AY798112,AY798112,NA
AY798114,AY798114,NA
AY798115,AY798115,NA
AY798116,AY798116,NA
AY798117,AY798117,NA
AY798118,AY798118,NA
AY798119,AY798119,NA
AY798120,AY798120,NA
AY798121,AY798121,NA
AY798122,AY798122,NA
AY798123,AY798123,NA
AY798124,AY798124,NA
AY798125,AY798125,NA
AY798126,AY798126,NA
AY798127,AY798127,NA
AY798128,AY798128,NA
AY798129,AY798129,NA
AY798130,AY798130,NA
AY798131,AY798131,NA
AY798132,AY798132,NA
AY798133,AY798133,NA
AY798134,AY798134,NA
AY798138,AY798138,NA
AY798139,AY798139,NA
AY798140,AY798140,NA
AY798141,AY798141,NA
AY798142,AY798142,NA
AY798143,AY798143,NA
AY798144,AY798144,NA
AY798145,AY798145,NA
AY798146,AY798146,NA
AY798147,AY798147,NA
AY798148,AY798148,NA
AY798149,AY798149,NA
AY798150,AY798150,NA
AY798152,AY798152,NA
AY798153,AY798153,NA
AY798154,AY798154,NA
AY798155,AY798155,NA
AY798156,AY798156,NA
AY798157,AY798157,NA
AY798158,AY798158,NA
AY798160,AY798160,NA
AY798161,AY798161,NA
AY798162,AY798162,NA
AY798163,AY798163,NA
AY798164,AY798164,NA
AY798165,AY798165,NA
AY798170,AY798170,NA
AY798171,AY798171,NA
AY798172,AY798172,NA
AY798173,AY798173,NA
AY798174,AY798174,NA
AY798175,AY798175,NA
AY798176,AY798176,NA
AY798177,AY798177,NA
AY798178,AY798178,NA
AY798179,AY798179,NA
AY798180,AY798180,NA
AY798181,AY798181,NA
AY798182,AY798182,NA
AY798184,AY798184,NA
AY798185,AY798185,NA
AY798186,AY798186,NA
AY798187,AY798187,NA
AY798188,AY798188,NA
AY798189,AY798189,NA
AY798190,AY798190,NA
AY798191,AY798191,NA
AY798192,AY798192,NA
AY798194,AY798194,NA
AY798195,AY798195,NA
AY798196,AY798196,NA
AY798197,AY798197,NA
AY798198,AY798198,NA
AY798199,AY798199,NA
AY798200,AY798200,NA
AY798201,AY798201,NA
AY798202,AY798202,NA
AY798203,AY798203,NA
AY798204,AY798204,NA
AY798205,AY798205,NA
AY798206,AY798206,NA
AY798207,AY798207,NA
AY798208,AY798208,NA
AY798209,AY798209,NA
AY798210,AY798210,NA
AY798211,AY798211,NA
AY798213,AY798213,NA
AY798214,AY798214,NA
AY798215,AY798215,NA
AY798216,AY798216,NA
AY798217,AY798217,NA
AY798218,AY798218,NA
AY798219,AY798219,NA
AY798220,AY798220,NA
AY798221,AY798221,NA
AY798222,AY798222,NA
AY798223,AY798223,NA
AY798224,AY798224,NA
AY798225,AY798225,NA
AY798226,AY798226,NA
AY798227,AY798227,NA
AY798228,AY798228,NA
AY798229,AY798229,NA
AY798230,AY798230,NA
AY798231,AY798231,NA
AY798232,AY798232,NA
AY798233,AY798233,NA
AY798234,AY798234,NA
AY798235,AY798235,NA
AY798236,AY798236,NA
AY798237,AY798237,NA
AY798238,AY798238,NA
AY798239,AY798239,NA
AY798240,AY798240,NA
AY798241,AY798241,NA
AY798242,AY798242,NA
AY798243,AY798243,NA
AY798244,AY798244,NA
AY798245,AY798245,NA
AY798246,AY798246,NA
AY798247,AY798247,NA
AY798248,AY798248,NA
AY798249,AY798249,NA
AY798250,AY798250,NA
AY798252,AY798252,NA
AY798253,AY798253,NA
AY798254,AY798254,NA
AY798255,AY798255,NA
AY798256,AY798256,NA
AY798257,AY798257,NA
AY798258,AY798258,NA
AY798259,AY798259,NA
AY798260,AY798260,NA
AY798261,AY798261,NA
AY798262,AY798262,NA
AY798263,AY798263,NA
AY798264,AY798264,NA
AY798265,AY798265,NA
AY798271,AY798271,NA
AY798272,AY798272,NA
AY798273,AY798273,NA
AY798274,AY798274,NA
AY798275,AY798275,NA
AY798276,AY798276,NA
AY798277,AY798277,NA
AY798278,AY798278,NA
AY798279,AY798279,NA
AY798280,AY798280,NA
AY798281,AY798281,NA
AY798283,AY798283,NA
AY798284,AY798284,NA
AY798285,AY798285,NA
AY798286,AY798286,NA
AY798287,AY798287,NA
AY798288,AY798288,NA
AY798289,AY798289,NA
AY798290,AY798290,NA
AY798291,AY798291,NA
AY798292,AY798292,NA
AY798293,AY798293,NA
AY798294,AY798294,NA
AY798295,AY798295,NA
AY798296,AY798296,NA
AY798297,AY798297,NA
AY798298,AY798298,NA
AY798299,AY798299,NA
AY798303,AY798303,NA
AY798304,AY798304,NA
AY798305,AY798305,NA
AY798306,AY798306,NA
AY798307,AY798307,NA
AY798308,AY798308,NA
AY798311,AY798311,NA
AY798312,AY798312,NA
AY798313,AY798313,NA
AY798314,AY798314,NA
AY798320,AY798320,NA
AY798321,AY798321,NA
AY798336,AY798336,NA
AY798417,AY798417,NA
AY798418,AY798418,NA
AY798419,AY798419,NA
AY798420,AY798420,NA
AY798421,AY798421,NA
AY798422,AY798422,NA
AY798423,AY798423,NA
AY798424,AY798424,NA
AY798425,AY798425,NA
AY798426,AY798426,NA
AY798427,AY798427,NA
AY798428,AY798428,NA
AY798429,AY798429,NA
AY798430,AY798430,NA
AY798433,AY798433,NA
AY798434,AY798434,NA
AY798437,AY798437,NA
AY798446,AY798446,NA
AY798481,AY798481,NA
AY798482,AY798482,NA
AY798483,AY798483,NA
AY798488,AY798488,NA
AY798490,AY798490,NA
AY798491,AY798491,NA
AY798492,AY798492,NA
AY798493,AY798493,NA
AY798494,AY798494,NA
AY798495,AY798495,NA
AY798496,AY798496,NA
AY800657,AY800657,NA
AY800658,AY800658,NA
AY800659,AY800659,NA
AY800660,AY800660,NA
AY800661,AY800661,NA
AY800662,AY800662,NA
AY800741,AY800741,NA
AY800742,AY800742,NA
AY800743,AY800743,NA
AY800753,AY800753,NA
AY800813,AY800813,NA
AY800814,AY800814,NA
AY800854,AY800854,NA
AY800855,AY800855,NA
AY800856,AY800856,NA
AY800857,AY800857,NA
AY800883,AY800883,NA
AY800884,AY800884,NA
AY800885,AY800885,NA
AY800886,AY800886,NA
AY800913,AY800913,NA
AY800914,AY800914,NA
AY800915,AY800915,NA
AY800916,AY800916,NA
AY800917,AY800917,NA
AY800919,AY800919,NA
AY800920,AY800920,NA
AY800922,AY800922,NA
AY800923,AY800923,NA
AY800924,AY800924,NA
AY800925,AY800925,NA
AY800926,AY800926,NA
AY800927,AY800927,NA
AY800928,AY800928,NA
AY800930,AY800930,NA
AY800931,AY800931,NA
AY800932,AY800932,NA
AY800933,AY800933,NA
AY800934,AY800934,NA
AY800941,AY800941,NA
AY800942,AY800942,NA
AY800943,AY800943,NA
AY800944,AY800944,NA
AY800945,AY800945,NA
AY800946,AY800946,NA
AY800960,AY800960,NA
AY800961,AY800961,NA
AY800962,AY800962,NA
AY800963,AY800963,NA
AY800964,AY800964,NA
AY800965,AY800965,NA
AY800966,AY800966,NA
AY800967,AY800967,NA
AY800968,AY800968,NA
AY800973,AY800973,NA
AY800974,AY800974,NA
AY800975,AY800975,NA
AY800976,AY800976,NA
AY800979,AY800979,NA
AY800981,AY800981,NA
AY800982,AY800982,NA
AY800983,AY800983,NA
AY800984,AY800984,NA
AY800985,AY800985,NA
AY800986,AY800986,NA
AY800987,AY800987,NA
AY800988,AY800988,NA
AY800989,AY800989,NA
AY800990,AY800990,NA
AY800991,AY800991,NA
AY800992,AY800992,NA
AY800993,AY800993,NA
AY800994,AY800994,NA
AY800995,AY800995,NA
AY800996,AY800996,NA
AY800997,AY800997,NA
AY800998,AY800998,NA
AY800999,AY800999,NA
AY801000,AY801000,NA
AY801010,AY801010,NA
AY801011,AY801011,NA
AY801012,AY801012,NA
AY801013,AY801013,NA
AY801014,AY801014,NA
AY801015,AY801015,NA
AY801016,AY801016,NA
AY801017,AY801017,NA
AY801018,AY801018,NA
AY801019,AY801019,NA
AY801020,AY801020,NA
AY801021,AY801021,NA
AY801022,AY801022,NA
AY801023,AY801023,NA
AY801024,AY801024,NA
AY801025,AY801025,NA
AY801026,AY801026,NA
AY801027,AY801027,NA
AY801034,AY801034,NA
AY801035,AY801035,NA
AY801036,AY801036,NA
AY801037,AY801037,NA
AY801038,AY801038,NA
AY801039,AY801039,NA
AY801040,AY801040,NA
AY801041,AY801041,NA
AY801042,AY801042,NA
AY801043,AY801043,NA
AY801044,AY801044,NA
AY801045,AY801045,NA
AY801046,AY801046,NA
AY801047,AY801047,NA
AY801048,AY801048,NA
AY801049,AY801049,NA
AY801050,AY801050,NA
AY801051,AY801051,NA
AY801052,AY801052,NA
AY801053,AY801053,NA
AY801054,AY801054,NA
AY801055,AY801055,NA
AY801056,AY801056,NA
AY801057,AY801057,NA
AY801058,AY801058,NA
AY801059,AY801059,NA
AY801068,AY801068,NA
AY801073,AY801073,NA
AY801074,AY801074,NA
AY801078,AY801078,NA
AY801079,AY801079,NA
AY801080,AY801080,NA
AY801081,AY801081,NA
AY801082,AY801082,NA
AY801083,AY801083,NA
AY801084,AY801084,NA
AY801085,AY801085,NA
AY801086,AY801086,NA
AY801087,AY801087,NA
AY801088,AY801088,NA
AY801089,AY801089,NA
AY801090,AY801090,NA
AY801091,AY801091,NA
AY801092,AY801092,NA
AY801094,AY801094,NA
AY801095,AY801095,NA
AY801096,AY801096,NA
AY801097,AY801097,NA
AY801098,AY801098,NA
AY801099,AY801099,NA
AY801100,AY801100,NA
AY801101,AY801101,NA
AY801102,AY801102,NA
AY801103,AY801103,NA
AY801104,AY801104,NA
AY801105,AY801105,NA
AY801106,AY801106,NA
AY801107,AY801107,NA
AY801108,AY801108,NA
AY801109,AY801109,NA
AY801110,AY801110,NA
AY801111,AY801111,NA
AY801112,AY801112,NA
AY801113,AY801113,NA
AY801114,AY801114,NA
AY801115,AY801115,NA
AY801116,AY801116,NA
AY801117,AY801117,NA
AY801118,AY801118,NA
AY801119,AY801119,NA
AY801120,AY801120,NA
AY801121,AY801121,NA
AY801122,AY801122,NA
AY801123,AY801123,NA
AY801125,AY801125,NA
AY801126,AY801126,NA
AY801127,AY801127,NA
AY801128,AY801128,NA
AY801129,AY801129,NA
AY801131,AY801131,NA
AY801132,AY801132,NA
AY801133,AY801133,NA
AY801134,AY801134,NA
AY801135,AY801135,NA
AY801136,AY801136,NA
AY801137,AY801137,NA
AY801141,AY801141,NA
AY801142,AY801142,NA
AY801143,AY801143,NA
AY801145,AY801145,NA
AY801146,AY801146,NA
AY801147,AY801147,NA
AY801148,AY801148,NA
AY801149,AY801149,NA
AY801150,AY801150,NA
AY801151,AY801151,NA
AY801152,AY801152,NA
AY801153,AY801153,NA
AY801154,AY801154,NA
AY801155,AY801155,NA
AY801156,AY801156,NA
AY801157,AY801157,NA
AY801158,AY801158,NA
AY801159,AY801159,NA
AY801160,AY801160,NA
AY801161,AY801161,NA
AY801162,AY801162,NA
AY801163,AY801163,NA
AY801171,AY801171,NA
AY801172,AY801172,NA
AY801173,AY801173,NA
AY801174,AY801174,NA
AY801176,AY801176,NA
AY801177,AY801177,NA
AY801178,AY801178,NA
AY801182,AY801182,NA
AY801183,AY801183,NA
AY801184,AY801184,NA
AY801185,AY801185,NA
AY801186,AY801186,NA
AY801187,AY801187,NA
AY801188,AY801188,NA
AY801189,AY801189,NA
AY801192,AY801192,NA
AY801193,AY801193,NA
AY801194,AY801194,NA
AY801195,AY801195,NA
AY801196,AY801196,NA
AY801197,AY801197,NA
AY801198,AY801198,NA
AY801199,AY801199,NA
AY801200,AY801200,NA
AY801201,AY801201,NA
AY801202,AY801202,NA
AY801203,AY801203,NA
AY801204,AY801204,NA
AY801205,AY801205,NA
AY801206,AY801206,NA
AY801207,AY801207,NA
AY801208,AY801208,NA
AY801209,AY801209,NA
AY801210,AY801210,NA
AY801211,AY801211,NA
AY801212,AY801212,NA
AY801213,AY801213,NA
AY801214,AY801214,NA
AY801215,AY801215,NA
AY801216,AY801216,NA
AY801219,AY801219,NA
AY801220,AY801220,NA
AY801221,AY801221,NA
AY801222,AY801222,NA
AY801223,AY801223,NA
AY801224,AY801224,NA
AY801225,AY801225,NA
AY801226,AY801226,NA
AY801227,AY801227,NA
AY801228,AY801228,NA
AY801229,AY801229,NA
AY801230,AY801230,NA
AY801232,AY801232,NA
AY801236,AY801236,NA
AY801237,AY801237,NA
AY801238,AY801238,NA
AY801239,AY801239,NA
AY801240,AY801240,NA
AY801241,AY801241,NA
AY801244,AY801244,NA
AY801245,AY801245,NA
AY801246,AY801246,NA
AY801250,AY801250,NA
AY801252,AY801252,NA
AY801253,AY801253,NA
AY801254,AY801254,NA
AY801257,AY801257,NA
AY801259,AY801259,NA
AY801265,AY801265,NA
AY801266,AY801266,NA
AY801268,AY801268,NA
AY801269,AY801269,NA
AY801270,AY801270,NA
AY801271,AY801271,NA
AY801272,AY801272,NA
AY801273,AY801273,NA
AY801274,AY801274,NA
AY801275,AY801275,NA
AY801276,AY801276,NA
AY801277,AY801277,NA
AY801278,AY801278,NA
AY801279,AY801279,NA
AY801280,AY801280,NA
AY801281,AY801281,NA
AY801282,AY801282,NA
AY801283,AY801283,NA
AY801284,AY801284,NA
AY801285,AY801285,NA
AY801293,AY801293,NA
AY801294,AY801294,NA
AY801295,AY801295,NA
AY801296,AY801296,NA
AY801297,AY801297,NA
AY801298,AY801298,NA
AY801299,AY801299,NA
AY801300,AY801300,NA
AY801301,AY801301,NA
AY801302,AY801302,NA
AY801303,AY801303,NA
AY801304,AY801304,NA
AY801305,AY801305,NA
AY801306,AY801306,NA
AY801307,AY801307,NA
AY801308,AY801308,NA
AY801309,AY801309,NA
AY801310,AY801310,NA
AY801311,AY801311,NA
AY801313,AY801313,NA
AY801314,AY801314,NA
AY801315,AY801315,NA
AY801316,AY801316,NA
AY801317,AY801317,NA
AY801318,AY801318,NA
AY801319,AY801319,NA
AY801320,AY801320,NA
AY801321,AY801321,NA
AY801322,AY801322,NA
AY801323,AY801323,NA
AY801324,AY801324,NA
AY801325,AY801325,NA
AY801327,AY801327,NA
AY801328,AY801328,NA
AY801329,AY801329,NA
AY801330,AY801330,NA
AY801331,AY801331,NA
AY801332,AY801332,NA
AY801339,AY801339,NA
AY801340,AY801340,NA
AY801341,AY801341,NA
AY801342,AY801342,NA
AY801343,AY801343,NA
AY801344,AY801344,NA
AY801345,AY801345,NA
AY801346,AY801346,NA
AY801347,AY801347,NA
AY801348,AY801348,NA
AY801349,AY801349,NA
AY801350,AY801350,NA
AY801351,AY801351,NA
AY801352,AY801352,NA
AY801353,AY801353,NA
AY801356,AY801356,NA
AY801357,AY801357,NA
AY801358,AY801358,NA
AY801359,AY801359,NA
AY801360,AY801360,NA
AY801361,AY801361,NA
AY801362,AY801362,NA
AY801363,AY801363,NA
AY801364,AY801364,NA
AY801365,AY801365,NA
AY801366,AY801366,NA
AY801367,AY801367,NA
AY801368,AY801368,NA
AY801369,AY801369,NA
AY801370,AY801370,NA
AY801372,AY801372,NA
AY801373,AY801373,NA
AY801376,AY801376,NA
AY801377,AY801377,NA
AY801378,AY801378,NA
AY801381,AY801381,NA
AY801382,AY801382,NA
AY801383,AY801383,NA
AY801384,AY801384,NA
AY801385,AY801385,NA
AY801386,AY801386,NA
AY801387,AY801387,NA
AY801388,AY801388,NA
AY801389,AY801389,NA
AY801390,AY801390,NA
AY801392,AY801392,NA
AY801393,AY801393,NA
AY801394,AY801394,NA
AY801395,AY801395,NA
AY801396,AY801396,NA
AY801397,AY801397,NA
AY801398,AY801398,NA
AY801399,AY801399,NA
AY801400,AY801400,NA
AY801401,AY801401,NA
AY801402,AY801402,NA
AY801404,AY801404,NA
AY801405,AY801405,NA
AY801406,AY801406,NA
AY801407,AY801407,NA
AY801408,AY801408,NA
AY801409,AY801409,NA
AY801410,AY801410,NA
AY801411,AY801411,NA
AY801412,AY801412,NA
AY801413,AY801413,NA
AY801414,AY801414,NA
AY801415,AY801415,NA
AY801416,AY801416,NA
AY801417,AY801417,NA
AY801418,AY801418,NA
AY801419,AY801419,NA
AY801420,AY801420,NA
AY801421,AY801421,NA
AY801422,AY801422,NA
AY801423,AY801423,NA
AY801424,AY801424,NA
AY801425,AY801425,NA
AY801426,AY801426,NA
AY801427,AY801427,NA
AY801428,AY801428,NA
AY801429,AY801429,NA
AY801430,AY801430,NA
AY801431,AY801431,NA
AY801432,AY801432,NA
AY801433,AY801433,NA
AY801436,AY801436,NA
AY801437,AY801437,NA
AY801442,AY801442,NA
AY801443,AY801443,NA
AY801444,AY801444,NA
AY801445,AY801445,NA
AY801446,AY801446,NA
AY801447,AY801447,NA
AY801448,AY801448,NA
AY801449,AY801449,NA
AY801450,AY801450,NA
AY801451,AY801451,NA
AY801452,AY801452,NA
AY801453,AY801453,NA
AY801454,AY801454,NA
AY801455,AY801455,NA
AY801456,AY801456,NA
AY801457,AY801457,NA
AY801458,AY801458,NA
AY801459,AY801459,NA
AY801460,AY801460,NA
AY801461,AY801461,NA
AY801462,AY801462,NA
AY801464,AY801464,NA
AY801465,AY801465,NA
AY801466,AY801466,NA
AY801467,AY801467,NA
AY801468,AY801468,NA
AY801469,AY801469,NA
AY801470,AY801470,NA
AY801471,AY801471,NA
AY801472,AY801472,NA
AY801474,AY801474,NA
AY801475,AY801475,NA
AY801476,AY801476,NA
AY801477,AY801477,NA
AY801478,AY801478,NA
AY801479,AY801479,NA
AY801480,AY801480,NA
AY801481,AY801481,NA
AY801482,AY801482,NA
AY801483,AY801483,NA
AY801484,AY801484,NA
AY801485,AY801485,NA
AY801486,AY801486,NA
AY801487,AY801487,NA
AY801488,AY801488,NA
AY801489,AY801489,NA
AY801490,AY801490,NA
AY801491,AY801491,NA
AY801492,AY801492,NA
AY801493,AY801493,NA
AY801494,AY801494,NA
AY801495,AY801495,NA
AY801496,AY801496,NA
AY801497,AY801497,NA
AY801498,AY801498,NA
AY801499,AY801499,NA
AY801500,AY801500,NA
AY801503,AY801503,NA
AY801504,AY801504,NA
AY801505,AY801505,NA
AY801506,AY801506,NA
AY801507,AY801507,NA
AY801508,AY801508,NA
AY801509,AY801509,NA
AY801510,AY801510,NA
AY801511,AY801511,NA
AY801512,AY801512,NA
AY801513,AY801513,NA
AY801514,AY801514,NA
AY801515,AY801515,NA
AY801516,AY801516,NA
AY801519,AY801519,NA
AY801520,AY801520,NA
AY801521,AY801521,NA
AY801522,AY801522,NA
AY801523,AY801523,NA
AY801524,AY801524,NA
AY801525,AY801525,NA
AY801526,AY801526,NA
AY801527,AY801527,NA
AY801533,AY801533,NA
AY801534,AY801534,NA
AY801535,AY801535,NA
AY801536,AY801536,NA
AY801537,AY801537,NA
AY801538,AY801538,NA
AY801539,AY801539,NA
AY801540,AY801540,NA
AY801542,AY801542,NA
AY801543,AY801543,NA
AY801544,AY801544,NA
AY801545,AY801545,NA
AY801546,AY801546,NA
AY801547,AY801547,NA
AY801548,AY801548,NA
AY801549,AY801549,NA
AY801550,AY801550,NA
AY801551,AY801551,NA
AY801552,AY801552,NA
AY801553,AY801553,NA
AY801554,AY801554,NA
AY801555,AY801555,NA
AY801556,AY801556,NA
AY801557,AY801557,NA
AY801561,AY801561,NA
AY801562,AY801562,NA
AY801563,AY801563,NA
AY801564,AY801564,NA
AY801565,AY801565,NA
AY801566,AY801566,NA
AY801567,AY801567,NA
AY801568,AY801568,NA
AY801569,AY801569,NA
AY801570,AY801570,NA
AY801571,AY801571,NA
AY801572,AY801572,NA
AY801573,AY801573,NA
AY801574,AY801574,NA
AY801575,AY801575,NA
AY801578,AY801578,NA
AY801579,AY801579,NA
AY801580,AY801580,NA
AY801581,AY801581,NA
AY801582,AY801582,NA
AY801583,AY801583,NA
AY801585,AY801585,NA
AY801586,AY801586,NA
AY801587,AY801587,NA
AY801588,AY801588,NA
AY801589,AY801589,NA
AY801590,AY801590,NA
AY801591,AY801591,NA
AY801592,AY801592,NA
AY801593,AY801593,NA
AY801594,AY801594,NA
AY801595,AY801595,NA
AY801596,AY801596,NA
AY801597,AY801597,NA
AY801598,AY801598,NA
AY801599,AY801599,NA
AY801600,AY801600,NA
AY801601,AY801601,NA
AY801602,AY801602,NA
AY801603,AY801603,NA
AY801604,AY801604,NA
AY801605,AY801605,NA
AY801606,AY801606,NA
AY801607,AY801607,NA
AY801608,AY801608,NA
AY801609,AY801609,NA
AY801610,AY801610,NA
AY801612,AY801612,NA
AY801613,AY801613,NA
AY801614,AY801614,NA
AY801615,AY801615,NA
AY801616,AY801616,NA
AY801618,AY801618,NA
AY801619,AY801619,NA
AY801620,AY801620,NA
AY801621,AY801621,NA
AY801623,AY801623,NA
AY801625,AY801625,NA
AY801626,AY801626,NA
AY801627,AY801627,NA
AY801628,AY801628,NA
AY801629,AY801629,NA
AY801630,AY801630,NA
AY801631,AY801631,NA
AY801632,AY801632,NA
AY801634,AY801634,NA
AY801635,AY801635,NA
AY801636,AY801636,NA
AY801638,AY801638,NA
AY801639,AY801639,NA
AY801640,AY801640,NA
AY801641,AY801641,NA
AY801642,AY801642,NA
AY801643,AY801643,NA
AY801644,AY801644,NA
AY801645,AY801645,NA
AY801646,AY801646,NA
AY801647,AY801647,NA
AY801648,AY801648,NA
AY801650,AY801650,NA
AY801651,AY801651,NA
AY801652,AY801652,NA
AY801653,AY801653,NA
AY801654,AY801654,NA
AY801655,AY801655,NA
AY801656,AY801656,NA
AY801657,AY801657,NA
AY801658,AY801658,NA
AY801659,AY801659,NA
AY801660,AY801660,NA
AY801661,AY801661,NA
AY801662,AY801662,NA
AY801663,AY801663,NA
AY801664,AY801664,NA
AY801665,AY801665,NA
AY801666,AY801666,NA
AY801667,AY801667,NA
AY801668,AY801668,NA
AY801669,AY801669,NA
AY801670,AY801670,NA
AY801671,AY801671,NA
AY801672,AY801672,NA
AY801673,AY801673,NA
AY801674,AY801674,NA
AY801675,AY801675,NA
AY801676,AY801676,NA
AY801677,AY801677,NA
AY801678,AY801678,NA
AY801679,AY801679,NA
AY801680,AY801680,NA
AY801681,AY801681,NA
AY801682,AY801682,NA
AY801683,AY801683,NA
AY801684,AY801684,NA
AY801685,AY801685,NA
AY801686,AY801686,NA
AY801687,AY801687,NA
AY801688,AY801688,NA
AY801689,AY801689,NA
AY801690,AY801690,NA
AY801691,AY801691,NA
AY801692,AY801692,NA
AY801693,AY801693,NA
AY801694,AY801694,NA
AY801695,AY801695,NA
AY801696,AY801696,NA
AY801697,AY801697,NA
AY801698,AY801698,NA
AY801699,AY801699,NA
AY801700,AY801700,NA
AY801701,AY801701,NA
AY801702,AY801702,NA
AY801705,AY801705,NA
AY801707,AY801707,NA
AY801708,AY801708,NA
AY801709,AY801709,NA
AY801710,AY801710,NA
AY801711,AY801711,NA
AY801712,AY801712,NA
AY801713,AY801713,NA
AY801714,AY801714,NA
AY801715,AY801715,NA
AY801716,AY801716,NA
AY801717,AY801717,NA
AY801719,AY801719,NA
AY801722,AY801722,NA
AY801725,AY801725,NA
AY801726,AY801726,NA
AY801727,AY801727,NA
AY801728,AY801728,NA
AY801733,AY801733,NA
AY801734,AY801734,NA
AY801735,AY801735,NA
AY801736,AY801736,NA
AY801738,AY801738,NA
AY801739,AY801739,NA
AY801740,AY801740,NA
AY801741,AY801741,NA
AY801742,AY801742,NA
AY801743,AY801743,NA
AY801744,AY801744,NA
AY801745,AY801745,NA
AY801746,AY801746,NA
AY801747,AY801747,NA
AY801748,AY801748,NA
AY801749,AY801749,NA
AY801750,AY801750,NA
AY801751,AY801751,NA
AY801752,AY801752,NA
AY801753,AY801753,NA
AY801754,AY801754,NA
AY801755,AY801755,NA
AY801756,AY801756,NA
AY801757,AY801757,NA
AY801758,AY801758,NA
AY801759,AY801759,NA
AY801760,AY801760,NA
AY801761,AY801761,NA
AY801763,AY801763,NA
AY801765,AY801765,NA
AY801766,AY801766,NA
AY801767,AY801767,NA
AY801768,AY801768,NA
AY801769,AY801769,NA
AY801770,AY801770,NA
AY801771,AY801771,NA
AY801772,AY801772,NA
AY801773,AY801773,NA
AY801774,AY801774,NA
AY801775,AY801775,NA
AY801776,AY801776,NA
AY801777,AY801777,NA
AY801778,AY801778,NA
AY801779,AY801779,NA
AY801780,AY801780,NA
AY801781,AY801781,NA
AY801782,AY801782,NA
AY801783,AY801783,NA
AY801784,AY801784,NA
AY801785,AY801785,NA
AY801786,AY801786,NA
AY801787,AY801787,NA
AY801788,AY801788,NA
AY801789,AY801789,NA
AY801790,AY801790,NA
AY801791,AY801791,NA
AY801792,AY801792,NA
AY801793,AY801793,NA
AY801794,AY801794,NA
AY801795,AY801795,NA
AY801796,AY801796,NA
AY801797,AY801797,NA
AY801798,AY801798,NA
AY801799,AY801799,NA
AY801800,AY801800,NA
AY801801,AY801801,NA
AY801802,AY801802,NA
AY801804,AY801804,NA
AY801805,AY801805,NA
AY801806,AY801806,NA
AY801807,AY801807,NA
AY801808,AY801808,NA
AY801812,AY801812,NA
AY801813,AY801813,NA
AY801814,AY801814,NA
AY801815,AY801815,NA
AY801823,AY801823,NA
AY801824,AY801824,NA
AY801825,AY801825,NA
AY801826,AY801826,NA
AY801827,AY801827,NA
AY801828,AY801828,NA
AY801829,AY801829,NA
AY801830,AY801830,NA
AY801831,AY801831,NA
AY801832,AY801832,NA
AY801833,AY801833,NA
AY801834,AY801834,NA
AY801835,AY801835,NA
AY801836,AY801836,NA
AY801837,AY801837,NA
AY801838,AY801838,NA
AY801839,AY801839,NA
AY801840,AY801840,NA
AY801841,AY801841,NA
AY801842,AY801842,NA
AY801843,AY801843,NA
AY801844,AY801844,NA
AY801845,AY801845,NA
AY801846,AY801846,NA
AY801847,AY801847,NA
AY801848,AY801848,NA
AY801849,AY801849,NA
AY801850,AY801850,NA
AY801851,AY801851,NA
AY801852,AY801852,NA
AY801853,AY801853,NA
AY801854,AY801854,NA
AY801855,AY801855,NA
AY801856,AY801856,NA
AY801857,AY801857,NA
AY801858,AY801858,NA
AY801859,AY801859,NA
AY801860,AY801860,NA
AY801861,AY801861,NA
AY801862,AY801862,NA
AY801863,AY801863,NA
AY801864,AY801864,NA
AY801865,AY801865,NA
AY801866,AY801866,NA
AY801867,AY801867,NA
AY801868,AY801868,NA
AY801869,AY801869,NA
AY801870,AY801870,NA
AY801871,AY801871,NA
AY801872,AY801872,NA
AY801873,AY801873,NA
AY801874,AY801874,NA
AY801875,AY801875,NA
AY801876,AY801876,NA
AY801877,AY801877,NA
AY801879,AY801879,NA
