acc,stanford.acc,ID
GQ207529,GQ207529,NA
GQ207530,GQ207530,NA
GQ207531,GQ207531,NA
GQ207532,GQ207532,NA
GQ207533,GQ207533,NA
GQ207534,GQ207534,NA
GQ207535,GQ207535,NA
GQ207536,GQ207536,NA
GQ207537,GQ207537,NA
GQ207538,GQ207538,NA
GQ207539,GQ207539,NA
GQ207540,GQ207540,NA
GQ207543,GQ207543,NA
GQ207544,GQ207544,NA
GQ207545,GQ207545,NA
GQ207546,GQ207546,NA
GQ207547,GQ207547,NA
GQ207548,GQ207548,NA
GQ207549,GQ207549,NA
GQ207550,GQ207550,NA
GQ207551,GQ207551,NA
GQ207552,GQ207552,NA
GQ207553,GQ207553,NA
GQ207554,GQ207554,NA
GQ207555,GQ207555,NA
GQ207556,GQ207556,NA
GQ207557,GQ207557,NA
GQ207558,GQ207558,NA
GQ207559,GQ207559,NA
GQ207560,GQ207560,NA
GQ207561,GQ207561,NA
GQ207562,GQ207562,NA
GQ207563,GQ207563,NA
GQ207564,GQ207564,NA
GQ207565,GQ207565,NA
GQ207566,GQ207566,NA
GQ207567,GQ207567,NA
GQ207568,GQ207568,NA
GQ207569,GQ207569,NA
GQ207570,GQ207570,NA
GQ207571,GQ207571,NA
GQ207572,GQ207572,NA
GQ207573,GQ207573,NA
GQ207574,GQ207574,NA
GQ207575,GQ207575,NA
GQ207576,GQ207576,NA
GQ207577,GQ207577,NA
GQ207578,GQ207578,NA
GQ207579,GQ207579,NA
GQ207580,GQ207580,NA
GQ207581,GQ207581,NA
GQ207582,GQ207582,NA
GQ207583,GQ207583,NA
GQ207584,GQ207584,NA
GQ207585,GQ207585,NA
GQ207586,GQ207586,NA
GQ207587,GQ207587,NA
GQ207588,GQ207588,NA
GQ207589,GQ207589,NA
GQ207590,GQ207590,NA
GQ207591,GQ207591,NA
GQ207592,GQ207592,NA
GQ207593,GQ207593,NA
GQ207594,GQ207594,NA
GQ207595,GQ207595,NA
GQ207596,GQ207596,NA
GQ207597,GQ207597,NA
GQ207598,GQ207598,NA
GQ207599,GQ207599,NA
GQ207600,GQ207600,NA
GQ207601,GQ207601,NA
GQ207602,GQ207602,NA
GQ207603,GQ207603,NA
GQ207604,GQ207604,NA
GQ207605,GQ207605,NA
GQ207606,GQ207606,NA
GQ207607,GQ207607,NA
GQ207608,GQ207608,NA
GQ207609,GQ207609,NA
GQ207610,GQ207610,NA
GQ207611,GQ207611,NA
GQ207612,GQ207612,NA
GQ207613,GQ207613,NA
GQ207614,GQ207614,NA
GQ207615,GQ207615,NA
GQ207616,GQ207616,NA
GQ207617,GQ207617,NA
GQ207618,GQ207618,NA
GQ207619,GQ207619,NA
GQ207620,GQ207620,NA
GQ207621,GQ207621,NA
GQ207622,GQ207622,NA
GQ207623,GQ207623,NA
GQ207624,GQ207624,NA
GQ207625,GQ207625,NA
GQ207626,GQ207626,NA
GQ207627,GQ207627,NA
GQ207628,GQ207628,NA
GQ207629,GQ207629,NA
GQ207630,GQ207630,NA
GQ207631,GQ207631,NA
GQ207632,GQ207632,NA
GQ207633,GQ207633,NA
GQ207634,GQ207634,NA
GQ207635,GQ207635,NA
GQ207636,GQ207636,NA
GQ207637,GQ207637,NA
GQ207638,GQ207638,NA
GQ207639,GQ207639,NA
GQ207640,GQ207640,NA
GQ207641,GQ207641,NA
GQ207642,GQ207642,NA
GQ207643,GQ207643,NA
GQ207644,GQ207644,NA
GQ207645,GQ207645,NA
GQ207646,GQ207646,NA
GQ207647,GQ207647,NA
GQ207648,GQ207648,NA
GQ207649,GQ207649,NA
GQ207650,GQ207650,NA
GQ207651,GQ207651,NA
GQ207652,GQ207652,NA
GQ207653,GQ207653,NA
GQ207654,GQ207654,NA
GQ207655,GQ207655,NA
GQ207656,GQ207656,NA
GQ207657,GQ207657,NA
GQ207658,GQ207658,NA
GQ207659,GQ207659,NA
GQ207660,GQ207660,NA
GQ207661,GQ207661,NA
GQ207662,GQ207662,NA
GQ207663,GQ207663,NA
GQ207664,GQ207664,NA
GQ207665,GQ207665,NA
GQ207666,GQ207666,NA
GQ207670,GQ207670,NA
GQ207671,GQ207671,NA
GQ207672,GQ207672,NA
GQ207673,GQ207673,NA
GQ207675,GQ207675,NA
GQ207676,GQ207676,NA
GQ207677,GQ207677,NA
GQ207678,GQ207678,NA
GQ207679,GQ207679,NA
GQ207682,GQ207682,NA
GQ207683,GQ207683,NA
GQ207684,GQ207684,NA
GQ207685,GQ207685,NA
GQ207686,GQ207686,NA
GQ207687,GQ207687,NA
GQ207688,GQ207688,NA
GQ207689,GQ207689,NA
GQ207690,GQ207690,NA
GQ207691,GQ207691,NA
GQ207692,GQ207692,NA
GQ207693,GQ207693,NA
GQ207694,GQ207694,NA
GQ207695,GQ207695,NA
GQ207696,GQ207696,NA
GQ207697,GQ207697,NA
GQ207698,GQ207698,NA
GQ207699,GQ207699,NA
GQ207700,GQ207700,NA
GQ207701,GQ207701,NA
GQ207702,GQ207702,NA
GQ207703,GQ207703,NA
GQ207704,GQ207704,NA
GQ207705,GQ207705,NA
GQ207706,GQ207706,NA
GQ207707,GQ207707,NA
GQ207708,GQ207708,NA
GQ207709,GQ207709,NA
GQ207710,GQ207710,NA
GQ207711,GQ207711,NA
GQ207712,GQ207712,NA
GQ207713,GQ207713,NA
GQ207714,GQ207714,NA
GQ207715,GQ207715,NA
GQ207716,GQ207716,NA
GQ207717,GQ207717,NA
GQ207718,GQ207718,NA
GQ207719,GQ207719,NA
GQ207720,GQ207720,NA
GQ207721,GQ207721,NA
GQ207722,GQ207722,NA
GQ207723,GQ207723,NA
GQ207724,GQ207724,NA
GQ207725,GQ207725,NA
GQ207726,GQ207726,NA
GQ207727,GQ207727,NA
GQ207728,GQ207728,NA
GQ207729,GQ207729,NA
GQ207730,GQ207730,NA
GQ207731,GQ207731,NA
GQ207732,GQ207732,NA
GQ207733,GQ207733,NA
GQ207734,GQ207734,NA
GQ207735,GQ207735,NA
GQ207736,GQ207736,NA
GQ207737,GQ207737,NA
GQ207738,GQ207738,NA
GQ207739,GQ207739,NA
GQ207740,GQ207740,NA
GQ207741,GQ207741,NA
GQ207742,GQ207742,NA
GQ207743,GQ207743,NA
GQ207744,GQ207744,NA
GQ207745,GQ207745,NA
GQ207746,GQ207746,NA
GQ207749,GQ207749,NA
GQ207750,GQ207750,NA
GQ207751,GQ207751,NA
GQ207752,GQ207752,NA
GQ207753,GQ207753,NA
GQ207754,GQ207754,NA
GQ207755,GQ207755,NA
GQ207756,GQ207756,NA
GQ207757,GQ207757,NA
GQ207758,GQ207758,NA
GQ207759,GQ207759,NA
GQ207760,GQ207760,NA
GQ207761,GQ207761,NA
GQ207762,GQ207762,NA
GQ207763,GQ207763,NA
GQ207764,GQ207764,NA
GQ207765,GQ207765,NA
GQ207766,GQ207766,NA
GQ207767,GQ207767,NA
GQ207768,GQ207768,NA
GQ207769,GQ207769,NA
GQ207770,GQ207770,NA
GQ207771,GQ207771,NA
GQ207772,GQ207772,NA
GQ207773,GQ207773,NA
GQ207774,GQ207774,NA
GQ207775,GQ207775,NA
GQ207776,GQ207776,NA
GQ207777,GQ207777,NA
GQ207778,GQ207778,NA
GQ207779,GQ207779,NA
GQ207780,GQ207780,NA
GQ207781,GQ207781,NA
GQ207782,GQ207782,NA
GQ207783,GQ207783,NA
GQ207784,GQ207784,NA
GQ207785,GQ207785,NA
GQ207786,GQ207786,NA
GQ207787,GQ207787,NA
GQ207788,GQ207788,NA
GQ207789,GQ207789,NA
GQ207790,GQ207790,NA
GQ207791,GQ207791,NA
GQ207792,GQ207792,NA
GQ207793,GQ207793,NA
GQ207794,GQ207794,NA
GQ207795,GQ207795,NA
GQ207796,GQ207796,NA
GQ207797,GQ207797,NA
GQ207798,GQ207798,NA
GQ207799,GQ207799,NA
GQ207800,GQ207800,NA
GQ207801,GQ207801,NA
GQ207802,GQ207802,NA
GQ207803,GQ207803,NA
GQ207804,GQ207804,NA
GQ207805,GQ207805,NA
GQ207806,GQ207806,NA
GQ207807,GQ207807,NA
GQ207808,GQ207808,NA
GQ207809,GQ207809,NA
GQ207810,GQ207810,NA
GQ207811,GQ207811,NA
GQ207812,GQ207812,NA
GQ207813,GQ207813,NA
GQ207814,GQ207814,NA
GQ207815,GQ207815,NA
GQ207816,GQ207816,NA
GQ207817,GQ207817,NA
GQ207818,GQ207818,NA
GQ207819,GQ207819,NA
GQ207820,GQ207820,NA
GQ207821,GQ207821,NA
GQ207822,GQ207822,NA
GQ207823,GQ207823,NA
GQ207824,GQ207824,NA
GQ207825,GQ207825,NA
GQ207826,GQ207826,NA
GQ207827,GQ207827,NA
GQ207828,GQ207828,NA
GQ207829,GQ207829,NA
GQ207830,GQ207830,NA
GQ207831,GQ207831,NA
GQ207832,GQ207832,NA
GQ207833,GQ207833,NA
GQ207834,GQ207834,NA
GQ207835,GQ207835,NA
GQ207836,GQ207836,NA
GQ207837,GQ207837,NA
GQ207838,GQ207838,NA
GQ207839,GQ207839,NA
GQ207840,GQ207840,NA
GQ207841,GQ207841,NA
GQ207842,GQ207842,NA
GQ207843,GQ207843,NA
GQ207844,GQ207844,NA
GQ207845,GQ207845,NA
GQ207846,GQ207846,NA
GQ207847,GQ207847,NA
GQ207848,GQ207848,NA
GQ207849,GQ207849,NA
GQ207850,GQ207850,NA
GQ207851,GQ207851,NA
GQ207852,GQ207852,NA
GQ207853,GQ207853,NA
GQ207854,GQ207854,NA
GQ207855,GQ207855,NA
GQ207856,GQ207856,NA
GQ207857,GQ207857,NA
GQ207858,GQ207858,NA
GQ207859,GQ207859,NA
GQ207860,GQ207860,NA
GQ207861,GQ207861,NA
GQ207862,GQ207862,NA
GQ207863,GQ207863,NA
GQ207864,GQ207864,NA
GQ207865,GQ207865,NA
GQ207866,GQ207866,NA
GQ207867,GQ207867,NA
GQ207868,GQ207868,NA
GQ207869,GQ207869,NA
GQ207870,GQ207870,NA
GQ207871,GQ207871,NA
GQ207872,GQ207872,NA
GQ207873,GQ207873,NA
GQ207874,GQ207874,NA
GQ207875,GQ207875,NA
GQ207876,GQ207876,NA
GQ207877,GQ207877,NA
GQ207878,GQ207878,NA
GQ207879,GQ207879,NA
GQ207880,GQ207880,NA
GQ207937,GQ207937,NA
GQ207938,GQ207938,NA
GQ207939,GQ207939,NA
GQ207940,GQ207940,NA
GQ207941,GQ207941,NA
GQ207942,GQ207942,NA
GQ207943,GQ207943,NA
GQ207944,GQ207944,NA
GQ207945,GQ207945,NA
GQ207946,GQ207946,NA
GQ207947,GQ207947,NA
GQ207948,GQ207948,NA
GQ207949,GQ207949,NA
GQ207950,GQ207950,NA
GQ207951,GQ207951,NA
GQ207952,GQ207952,NA
GQ207953,GQ207953,NA
GQ207954,GQ207954,NA
GQ207955,GQ207955,NA
GQ207956,GQ207956,NA
GQ207957,GQ207957,NA
GQ207958,GQ207958,NA
GQ207959,GQ207959,NA
GQ207960,GQ207960,NA
GQ207961,GQ207961,NA
GQ207962,GQ207962,NA
GQ207963,GQ207963,NA
GQ207964,GQ207964,NA
GQ207965,GQ207965,NA
GQ207966,GQ207966,NA
GQ207967,GQ207967,NA
GQ207968,GQ207968,NA
GQ207969,GQ207969,NA
GQ207970,GQ207970,NA
GQ207971,GQ207971,NA
GQ207972,GQ207972,NA
GQ207973,GQ207973,NA
GQ207974,GQ207974,NA
GQ207975,GQ207975,NA
GQ207976,GQ207976,NA
GQ207977,GQ207977,NA
GQ207978,GQ207978,NA
GQ207979,GQ207979,NA
GQ207982,GQ207982,NA
GQ207983,GQ207983,NA
GQ207984,GQ207984,NA
GQ207985,GQ207985,NA
GQ207986,GQ207986,NA
GQ207987,GQ207987,NA
GQ207988,GQ207988,NA
GQ207989,GQ207989,NA
GQ207990,GQ207990,NA
GQ207991,GQ207991,NA
GQ207992,GQ207992,NA
GQ207993,GQ207993,NA
GQ207994,GQ207994,NA
GQ207995,GQ207995,NA
GQ207996,GQ207996,NA
GQ207997,GQ207997,NA
GQ207998,GQ207998,NA
GQ207999,GQ207999,NA
GQ208000,GQ208000,NA
GQ208001,GQ208001,NA
GQ208002,GQ208002,NA
GQ208003,GQ208003,NA
GQ208004,GQ208004,NA
GQ208005,GQ208005,NA
GQ208006,GQ208006,NA
GQ208007,GQ208007,NA
GQ208008,GQ208008,NA
GQ208009,GQ208009,NA
GQ208010,GQ208010,NA
GQ208011,GQ208011,NA
GQ208012,GQ208012,NA
GQ208013,GQ208013,NA
GQ208014,GQ208014,NA
GQ208015,GQ208015,NA
GQ208016,GQ208016,NA
GQ208017,GQ208017,NA
GQ208018,GQ208018,NA
GQ208019,GQ208019,NA
GQ208020,GQ208020,NA
GQ208021,GQ208021,NA
GQ208022,GQ208022,NA
GQ208023,GQ208023,NA
GQ208024,GQ208024,NA
GQ208025,GQ208025,NA
GQ208026,GQ208026,NA
GQ208027,GQ208027,NA
GQ208028,GQ208028,NA
GQ208029,GQ208029,NA
GQ208030,GQ208030,NA
GQ208031,GQ208031,NA
GQ208032,GQ208032,NA
GQ208033,GQ208033,NA
GQ208034,GQ208034,NA
GQ208035,GQ208035,NA
GQ208036,GQ208036,NA
GQ208037,GQ208037,NA
GQ208038,GQ208038,NA
GQ208039,GQ208039,NA
GQ208040,GQ208040,NA
GQ208041,GQ208041,NA
GQ208042,GQ208042,NA
GQ208043,GQ208043,NA
GQ208044,GQ208044,NA
GQ208045,GQ208045,NA
GQ208046,GQ208046,NA
GQ208047,GQ208047,NA
GQ208048,GQ208048,NA
GQ208049,GQ208049,NA
GQ208050,GQ208050,NA
GQ208051,GQ208051,NA
GQ208052,GQ208052,NA
GQ208053,GQ208053,NA
GQ208054,GQ208054,NA
GQ208055,GQ208055,NA
GQ208056,GQ208056,NA
GQ208057,GQ208057,NA
GQ208058,GQ208058,NA
GQ208059,GQ208059,NA
GQ208060,GQ208060,NA
GQ208061,GQ208061,NA
GQ208062,GQ208062,NA
GQ208063,GQ208063,NA
GQ208064,GQ208064,NA
GQ208065,GQ208065,NA
GQ208066,GQ208066,NA
GQ208067,GQ208067,NA
GQ208068,GQ208068,NA
GQ208069,GQ208069,NA
GQ208070,GQ208070,NA
GQ208071,GQ208071,NA
GQ208072,GQ208072,NA
GQ208073,GQ208073,NA
GQ208074,GQ208074,NA
GQ208075,GQ208075,NA
GQ208076,GQ208076,NA
GQ208077,GQ208077,NA
GQ208078,GQ208078,NA
GQ208079,GQ208079,NA
GQ208080,GQ208080,NA
GQ208081,GQ208081,NA
GQ208082,GQ208082,NA
GQ208083,GQ208083,NA
GQ208084,GQ208084,NA
GQ208085,GQ208085,NA
GQ208086,GQ208086,NA
GQ208087,GQ208087,NA
GQ208088,GQ208088,NA
GQ208089,GQ208089,NA
GQ208090,GQ208090,NA
GQ208091,GQ208091,NA
GQ208092,GQ208092,NA
GQ208093,GQ208093,NA
GQ208094,GQ208094,NA
GQ208095,GQ208095,NA
GQ208096,GQ208096,NA
GQ208097,GQ208097,NA
GQ208098,GQ208098,NA
GQ208099,GQ208099,NA
GQ208100,GQ208100,NA
GQ208101,GQ208101,NA
GQ208102,GQ208102,NA
GQ208103,GQ208103,NA
GQ208104,GQ208104,NA
GQ208105,GQ208105,NA
GQ208106,GQ208106,NA
GQ208107,GQ208107,NA
GQ208108,GQ208108,NA
GQ208109,GQ208109,NA
GQ208110,GQ208110,NA
GQ208111,GQ208111,NA
GQ208112,GQ208112,NA
GQ208113,GQ208113,NA
GQ208114,GQ208114,NA
GQ208115,GQ208115,NA
GQ208116,GQ208116,NA
GQ208117,GQ208117,NA
GQ208118,GQ208118,NA
GQ208119,GQ208119,NA
GQ208120,GQ208120,NA
GQ208121,GQ208121,NA
GQ208122,GQ208122,NA
GQ208123,GQ208123,NA
GQ208124,GQ208124,NA
GQ208125,GQ208125,NA
GQ208126,GQ208126,NA
GQ208127,GQ208127,NA
GQ208128,GQ208128,NA
GQ208129,GQ208129,NA
GQ208169,GQ208169,NA
GQ208170,GQ208170,NA
GQ208171,GQ208171,NA
GQ208172,GQ208172,NA
GQ208173,GQ208173,NA
GQ208174,GQ208174,NA
GQ208175,GQ208175,NA
GQ208176,GQ208176,NA
GQ208177,GQ208177,NA
GQ208178,GQ208178,NA
GQ208179,GQ208179,NA
GQ208180,GQ208180,NA
GQ208181,GQ208181,NA
GQ208182,GQ208182,NA
GQ208183,GQ208183,NA
GQ208184,GQ208184,NA
GQ208189,GQ208189,NA
GQ208190,GQ208190,NA
GQ208191,GQ208191,NA
GQ208192,GQ208192,NA
GQ208193,GQ208193,NA
GQ208194,GQ208194,NA
GQ208195,GQ208195,NA
GQ208196,GQ208196,NA
GQ208197,GQ208197,NA
GQ208200,GQ208200,NA
GQ208201,GQ208201,NA
GQ208202,GQ208202,NA
GQ208203,GQ208203,NA
GQ208208,GQ208208,NA
GQ208209,GQ208209,NA
GQ208210,GQ208210,NA
GQ208211,GQ208211,NA
GQ208212,GQ208212,NA
GQ208213,GQ208213,NA
GQ208214,GQ208214,NA
GQ208215,GQ208215,NA
GQ208216,GQ208216,NA
GQ208217,GQ208217,NA
GQ208218,GQ208218,NA
GQ208219,GQ208219,NA
GQ208220,GQ208220,NA
GQ208221,GQ208221,NA
GQ208222,GQ208222,NA
GQ208225,GQ208225,NA
GQ208226,GQ208226,NA
GQ208227,GQ208227,NA
GQ208228,GQ208228,NA
GQ208229,GQ208229,NA
GQ208230,GQ208230,NA
GQ208231,GQ208231,NA
GQ208232,GQ208232,NA
GQ208233,GQ208233,NA
GQ208234,GQ208234,NA
GQ208235,GQ208235,NA
GQ208236,GQ208236,NA
GQ208237,GQ208237,NA
GQ208238,GQ208238,NA
GQ208239,GQ208239,NA
GQ208240,GQ208240,NA
GQ208241,GQ208241,NA
GQ208242,GQ208242,NA
GQ208243,GQ208243,NA
GQ208244,GQ208244,NA
GQ208245,GQ208245,NA
GQ208246,GQ208246,NA
GQ208247,GQ208247,NA
GQ208248,GQ208248,NA
GQ208249,GQ208249,NA
GQ208250,GQ208250,NA
GQ208251,GQ208251,NA
GQ208252,GQ208252,NA
GQ208256,GQ208256,NA
GQ208257,GQ208257,NA
GQ208258,GQ208258,NA
GQ208259,GQ208259,NA
GQ208260,GQ208260,NA
GQ208261,GQ208261,NA
GQ208262,GQ208262,NA
GQ208263,GQ208263,NA
GQ208264,GQ208264,NA
GQ208265,GQ208265,NA
GQ208266,GQ208266,NA
GQ208267,GQ208267,NA
GQ208268,GQ208268,NA
GQ208269,GQ208269,NA
GQ208270,GQ208270,NA
GQ208271,GQ208271,NA
GQ208272,GQ208272,NA
GQ208273,GQ208273,NA
GQ208274,GQ208274,NA
GQ208275,GQ208275,NA
GQ208276,GQ208276,NA
GQ208277,GQ208277,NA
GQ208278,GQ208278,NA
GQ208279,GQ208279,NA
GQ208280,GQ208280,NA
GQ208281,GQ208281,NA
GQ208282,GQ208282,NA
GQ208283,GQ208283,NA
GQ208284,GQ208284,NA
GQ208285,GQ208285,NA
GQ208286,GQ208286,NA
GQ208287,GQ208287,NA
GQ208288,GQ208288,NA
GQ208289,GQ208289,NA
GQ208290,GQ208290,NA
GQ208291,GQ208291,NA
GQ208292,GQ208292,NA
GQ208293,GQ208293,NA
GQ208294,GQ208294,NA
GQ208295,GQ208295,NA
GQ208296,GQ208296,NA
GQ208297,GQ208297,NA
GQ208298,GQ208298,NA
GQ208299,GQ208299,NA
GQ208300,GQ208300,NA
GQ208301,GQ208301,NA
GQ208302,GQ208302,NA
GQ208303,GQ208303,NA
GQ208304,GQ208304,NA
GQ208305,GQ208305,NA
GQ208306,GQ208306,NA
GQ208307,GQ208307,NA
GQ208308,GQ208308,NA
GQ208309,GQ208309,NA
GQ208310,GQ208310,NA
GQ208311,GQ208311,NA
GQ208312,GQ208312,NA
GQ208314,GQ208314,NA
GQ208315,GQ208315,NA
GQ208316,GQ208316,NA
GQ208317,GQ208317,NA
GQ208318,GQ208318,NA
GQ208319,GQ208319,NA
GQ208320,GQ208320,NA
GQ208321,GQ208321,NA
GQ208322,GQ208322,NA
GQ208323,GQ208323,NA
GQ208326,GQ208326,NA
GQ208327,GQ208327,NA
GQ208328,GQ208328,NA
GQ208329,GQ208329,NA
GQ208332,GQ208332,NA
GQ208333,GQ208333,NA
GQ208334,GQ208334,NA
GQ208335,GQ208335,NA
GQ208336,GQ208336,NA
GQ208337,GQ208337,NA
GQ208338,GQ208338,NA
GQ208339,GQ208339,NA
GQ208340,GQ208340,NA
GQ208341,GQ208341,NA
GQ208342,GQ208342,NA
GQ208345,GQ208345,NA
GQ208346,GQ208346,NA
GQ208347,GQ208347,NA
GQ208348,GQ208348,NA
GQ208349,GQ208349,NA
GQ208350,GQ208350,NA
GQ208351,GQ208351,NA
GQ208352,GQ208352,NA
GQ208353,GQ208353,NA
GQ208354,GQ208354,NA
GQ208355,GQ208355,NA
GQ208356,GQ208356,NA
GQ208357,GQ208357,NA
GQ208358,GQ208358,NA
GQ208359,GQ208359,NA
GQ208360,GQ208360,NA
GQ208361,GQ208361,NA
GQ208362,GQ208362,NA
GQ208363,GQ208363,NA
GQ208364,GQ208364,NA
GQ208365,GQ208365,NA
GQ208366,GQ208366,NA
GQ208367,GQ208367,NA
GQ208368,GQ208368,NA
GQ208369,GQ208369,NA
GQ208372,GQ208372,NA
GQ208373,GQ208373,NA
GQ208374,GQ208374,NA
GQ208375,GQ208375,NA
GQ208376,GQ208376,NA
GQ208377,GQ208377,NA
GQ208378,GQ208378,NA
GQ208379,GQ208379,NA
GQ208380,GQ208380,NA
GQ208381,GQ208381,NA
GQ208382,GQ208382,NA
GQ208383,GQ208383,NA
GQ208384,GQ208384,NA
GQ208385,GQ208385,NA
GQ208386,GQ208386,NA
GQ208387,GQ208387,NA
GQ208388,GQ208388,NA
GQ208389,GQ208389,NA
GQ208390,GQ208390,NA
GQ208391,GQ208391,NA
GQ208392,GQ208392,NA
GQ208393,GQ208393,NA
GQ208394,GQ208394,NA
GQ208395,GQ208395,NA
GQ208396,GQ208396,NA
GQ208397,GQ208397,NA
GQ208398,GQ208398,NA
GQ208399,GQ208399,NA
GQ208400,GQ208400,NA
GQ208401,GQ208401,NA
GQ208402,GQ208402,NA
GQ208403,GQ208403,NA
GQ208404,GQ208404,NA
GQ208405,GQ208405,NA
GQ208406,GQ208406,NA
GQ208407,GQ208407,NA
GQ208408,GQ208408,NA
GQ208409,GQ208409,NA
GQ208410,GQ208410,NA
GQ208411,GQ208411,NA
GQ208412,GQ208412,NA
GQ208413,GQ208413,NA
GQ208414,GQ208414,NA
GQ208415,GQ208415,NA
GQ208416,GQ208416,NA
GQ208417,GQ208417,NA
GQ208418,GQ208418,NA
GQ208419,GQ208419,NA
GQ208420,GQ208420,NA
GQ208421,GQ208421,NA
GQ208422,GQ208422,NA
GQ208425,GQ208425,NA
GQ208426,GQ208426,NA
GQ208427,GQ208427,NA
GQ208428,GQ208428,NA
GQ208429,GQ208429,NA
GQ208430,GQ208430,NA
GQ208431,GQ208431,NA
GQ208432,GQ208432,NA
GQ208433,GQ208433,NA
GQ208434,GQ208434,NA
GQ208435,GQ208435,NA
GQ208436,GQ208436,NA
GQ208437,GQ208437,NA
GQ208438,GQ208438,NA
GQ208439,GQ208439,NA
GQ208440,GQ208440,NA
GQ208441,GQ208441,NA
GQ208442,GQ208442,NA
GQ208443,GQ208443,NA
GQ208444,GQ208444,NA
GQ208445,GQ208445,NA
GQ208446,GQ208446,NA
GQ208447,GQ208447,NA
GQ208448,GQ208448,NA
GQ208449,GQ208449,NA
GQ208450,GQ208450,NA
GQ208451,GQ208451,NA
GQ208452,GQ208452,NA
GQ208453,GQ208453,NA
GQ208454,GQ208454,NA
GQ208455,GQ208455,NA
GQ208456,GQ208456,NA
GQ208457,GQ208457,NA
GQ208458,GQ208458,NA
GQ208459,GQ208459,NA
GQ208460,GQ208460,NA
GQ208461,GQ208461,NA
GQ208462,GQ208462,NA
GQ208463,GQ208463,NA
GQ208464,GQ208464,NA
GQ208465,GQ208465,NA
GQ208466,GQ208466,NA
GQ208467,GQ208467,NA
GQ208468,GQ208468,NA
GQ208469,GQ208469,NA
GQ208470,GQ208470,NA
GQ208471,GQ208471,NA
GQ208472,GQ208472,NA
GQ208473,GQ208473,NA
GQ208474,GQ208474,NA
GQ208475,GQ208475,NA
GQ208476,GQ208476,NA
GQ208477,GQ208477,NA
GQ208478,GQ208478,NA
GQ208479,GQ208479,NA
GQ208480,GQ208480,NA
GQ208481,GQ208481,NA
GQ208482,GQ208482,NA
GQ208483,GQ208483,NA
GQ208484,GQ208484,NA
GQ208485,GQ208485,NA
GQ208486,GQ208486,NA
GQ208487,GQ208487,NA
GQ208488,GQ208488,NA
GQ208489,GQ208489,NA
GQ208490,GQ208490,NA
GQ208491,GQ208491,NA
GQ208492,GQ208492,NA
GQ208493,GQ208493,NA
GQ208494,GQ208494,NA
GQ208495,GQ208495,NA
GQ208496,GQ208496,NA
GQ208497,GQ208497,NA
GQ208498,GQ208498,NA
GQ208499,GQ208499,NA
GQ208500,GQ208500,NA
GQ208501,GQ208501,NA
GQ208502,GQ208502,NA
GQ208503,GQ208503,NA
GQ208504,GQ208504,NA
GQ208505,GQ208505,NA
GQ208506,GQ208506,NA
GQ208507,GQ208507,NA
GQ208508,GQ208508,NA
GQ208509,GQ208509,NA
GQ208510,GQ208510,NA
GQ208511,GQ208511,NA
GQ208512,GQ208512,NA
GQ208513,GQ208513,NA
GQ208514,GQ208514,NA
GQ208515,GQ208515,NA
GQ208516,GQ208516,NA
GQ208517,GQ208517,NA
GQ208518,GQ208518,NA
GQ208519,GQ208519,NA
GQ208520,GQ208520,NA
GQ208522,GQ208522,NA
GQ208523,GQ208523,NA
GQ208524,GQ208524,NA
GQ208525,GQ208525,NA
GQ208526,GQ208526,NA
GQ208527,GQ208527,NA
GQ208528,GQ208528,NA
GQ208529,GQ208529,NA
GQ208530,GQ208530,NA
GQ208531,GQ208531,NA
GQ208532,GQ208532,NA
GQ208533,GQ208533,NA
GQ208534,GQ208534,NA
GQ208535,GQ208535,NA
GQ208536,GQ208536,NA
GQ208537,GQ208537,NA
GQ208538,GQ208538,NA
GQ208539,GQ208539,NA
GQ208540,GQ208540,NA
GQ208541,GQ208541,NA
GQ208542,GQ208542,NA
GQ208543,GQ208543,NA
GQ208544,GQ208544,NA
GQ208545,GQ208545,NA
GQ208546,GQ208546,NA
GQ208547,GQ208547,NA
GQ208548,GQ208548,NA
GQ208549,GQ208549,NA
GQ208550,GQ208550,NA
GQ208551,GQ208551,NA
GQ208552,GQ208552,NA
GQ208553,GQ208553,NA
GQ208554,GQ208554,NA
GQ208555,GQ208555,NA
GQ208556,GQ208556,NA
GQ208557,GQ208557,NA
GQ208558,GQ208558,NA
GQ208559,GQ208559,NA
GQ208560,GQ208560,NA
GQ208561,GQ208561,NA
GQ208562,GQ208562,NA
GQ208563,GQ208563,NA
GQ208564,GQ208564,NA
GQ208565,GQ208565,NA
GQ208566,GQ208566,NA
GQ208567,GQ208567,NA
GQ208568,GQ208568,NA
GQ208569,GQ208569,NA
GQ208570,GQ208570,NA
GQ208571,GQ208571,NA
GQ208572,GQ208572,NA
GQ208573,GQ208573,NA
GQ208574,GQ208574,NA
GQ208575,GQ208575,NA
GQ208576,GQ208576,NA
GQ208577,GQ208577,NA
GQ208578,GQ208578,NA
GQ208579,GQ208579,NA
GQ208580,GQ208580,NA
GQ208581,GQ208581,NA
GQ208582,GQ208582,NA
GQ208583,GQ208583,NA
GQ208584,GQ208584,NA
GQ208585,GQ208585,NA
GQ208586,GQ208586,NA
GQ208587,GQ208587,NA
GQ208588,GQ208588,NA
GQ208589,GQ208589,NA
GQ208590,GQ208590,NA
GQ208591,GQ208591,NA
GQ208592,GQ208592,NA
GQ208593,GQ208593,NA
GQ208594,GQ208594,NA
